"","seconds","scores.neutral","scores.happiness","scores.surprise","scores.sadness","scores.anger","scores.disgust","scores.fear","scores.contempt"
"1",1,0.9593992,4.28218436666667e-06,3.10034193333333e-05,0.0395262253333333,0.000302512133333333,7.81252573333333e-05,1.65717856666667e-06,0.0006569914
"2",2,0.9806739,8.98837573e-06,8.5017862e-05,0.018410342,0.00035442446,6.4605614e-05,8.99020080333333e-06,0.00039379996
"3",3,0.974680333333333,7.1578813e-06,4.97791526666667e-05,0.0243548963333333,0.0002580145,4.8596102e-05,5.09128726666667e-06,0.000596136633333333
"4",4,0.983827,1.16009273333333e-05,4.42406896666667e-05,0.0151631039333333,0.000234260083333333,5.12833726666667e-05,3.42281179866667e-06,0.000665015966666667
"5",5,0.994391033333333,2.51044556666667e-05,2.93912603333333e-05,0.00450918906666667,0.000120093353333333,3.41118053333333e-05,1.58657848666667e-06,0.000889498433333333
"6",6,0.9951853,5.88353596666667e-05,6.2235455e-05,0.00361245263333333,0.000163685456666667,4.8106707e-05,2.35452499333333e-06,0.0008670877
"7",7,0.9986077,1.8724838e-05,4.454684e-06,0.000820337666666667,6.56595433333333e-05,3.5228983e-06,9.7727e-08,0.000479462166666667
"8",8,0.990190566666667,2.27279286666667e-05,3.6765937e-05,0.00859983356666667,0.00022641868,6.31450173333333e-05,2.42352653e-06,0.000858126033333333
"9",9,0.986733133333333,2.5586237e-05,4.12296366666667e-05,0.012029446,0.000275974233333333,5.71866333333333e-05,3.29072414e-06,0.000834207433333333
"10",10,0.995896233333333,4.77714566666667e-05,1.63113326666667e-05,0.00295286033333333,0.000190210366666667,2.67405666666667e-05,4.72854066666667e-07,0.0008693254
"11",11,0.996200933333333,3.02127016666667e-05,1.02195183333333e-05,0.00277521933333333,0.00017288832,2.19250803333333e-05,3.20229236666667e-07,0.000788272133333333
"12",12,0.850697666666667,0.005944734906,7.278211e-06,0.0012185918,0.0001836536,0.000101434960666667,1.7465658e-07,0.141846530533333
"13",13,0.756039633333333,0.0402121366666667,1.22312266666667e-05,0.00025734752,0.000188534803333333,0.000141234186666667,6.28010666666667e-08,0.203148763333333
"14",14,0.859043366666667,0.0187823353333333,2.84602246666667e-05,0.000726614533333333,0.0005073672,0.000323866176666667,9.402906e-07,0.120587113333333
"15",15,0.868277166666667,0.02011681,4.4393504e-05,0.000832273466666667,0.0007126098,0.000511444853333333,9.43418966666667e-07,0.10950436
"16",16,0.7557607,0.0126382934333333,4.17407036666667e-05,0.0006115701,0.0129041579,0.00487423803333333,2.3425125e-07,0.213168936666667
"17",17,0.677207066666667,0.0165924483333333,1.72817553333333e-05,0.0003325029,0.010032631,0.0042757056,4.36794633333333e-08,0.29154229
"18",18,0.738361333333333,0.205661933333333,2.211906e-05,0.00012687784,0.00015238377,0.000197662576666667,9.80032833333333e-08,0.055477624
"19",19,0.7416324,0.237458766666667,2.04006536666667e-05,0.000103279843333333,0.00010339498,0.000176317643333333,1.2104914e-07,0.02050523
"20",20,0.7254824,0.241704566666667,2.80973073333333e-05,0.000819324626666667,0.000159640476666667,0.000334379676666667,8.6189957e-07,0.0314706366666667
"21",21,0.943497266666667,0.0321299386666667,5.39582516666667e-05,0.00171537429,0.000414683386666667,0.000490561586666667,1.87902226333333e-06,0.0216964643333333
"22",22,0.9876596,0.00265083,2.30252146666667e-05,0.0011116246,0.000506003546666667,0.000231190373333333,5.68434106666667e-07,0.00781721233333333
"23",23,0.980480766666667,0.0012652463,9.92618e-05,0.0107744754333333,0.0008574657,0.000670180543333333,1.56441022333333e-05,0.005836976
"24",24,0.9891434,0.0009490626,7.1207253e-05,0.0053803989,0.000431069633333333,0.000254462823333333,6.35096599333333e-06,0.00376402766666667
"25",25,0.983230533333333,0.00112863736666667,7.42223196666667e-05,0.00924971936666667,0.000786127433333333,0.000443763153333333,1.07300413533333e-05,0.00507634833333333
"26",26,0.991786666666667,0.00130406303333333,1.6368899e-05,0.000937679933333333,0.0006034906,0.0001326589,7.482752e-07,0.00521832933333333
"27",27,0.988760533333333,0.00261612133333333,6.4550108e-05,0.00256497546666667,0.0005874411,0.00038863965,5.17206474e-06,0.00501249633333333
"28",28,0.7827273,0.160735704666667,0.000108381006666667,0.0025698121,0.000670938233333333,0.00064609673,6.67776293333333e-06,0.0525351833333333
"29",29,0.332369466666667,0.596300733333333,8.49038733333333e-05,0.000192188186666667,0.00017982273,0.000636068,7.45419663333333e-07,0.0702360333333333
"30",30,0.455159133333333,0.44067187,0.000208663503333333,0.00300611346666667,0.0142290926233333,0.0182509863666667,4.18673436666667e-06,0.0684699733333333
"31",31,0.142682208666667,0.8025639,5.51499223333333e-05,0.00188151433333333,0.0057990552,0.0141265856666667,2.0000828e-06,0.0328895633333333
"32",32,0.00485327665176667,0.988568833333333,6.79395737666667e-06,0.000174592730336667,0.00160976192633333,0.00300724765066667,5.8843172126e-07,0.0017788187099
"33",33,1.33939600333333e-07,0.999998166666667,2.47703256666667e-08,5.94535866666667e-09,1.94380766666667e-07,1.39111343e-06,1.99252669333333e-11,7.53415096666667e-08
"34",34,1.33576346333333e-06,0.999985333333333,2.36389426e-07,8.50746163333333e-08,8.85688556666667e-07,1.13342393333333e-05,2.46731728e-10,7.84123033333333e-07
"35",35,6.80467663333333e-08,0.999999333333333,4.3519347e-09,3.51030343333333e-09,7.2826351e-08,5.72602793333333e-07,4.8126654e-12,5.6798509e-08
"36",36,5.05661226666667e-07,0.999996966666667,3.20642173333333e-08,4.39447913333333e-08,4.35437383333333e-07,1.76312883333333e-06,1.77468781e-10,1.9541918e-07
"37",37,1.44091336666667e-06,0.999995333333333,4.00545466666667e-08,4.5919891e-08,3.64771283333333e-07,2.34454933333333e-06,1.0556707e-10,4.025983e-07
"38",38,0.006522095333,0.9932118,1.05992005666667e-05,5.70749028666667e-06,2.17523826666667e-06,1.89382256333333e-05,1.707206214e-08,0.000228587807633333
"39",39,0.464896133333333,0.478457133333333,0.000393401676666667,0.00114914764333333,0.00254578159333333,0.00344945274666667,4.14626211666667e-06,0.0491048083333333
"40",40,0.127994050533333,0.8371361,5.99985915033333e-05,0.000467224757833333,0.00336514953239667,0.0072626856123,1.00576508410667e-06,0.0237138316766667
"41",41,0.004036927,0.995726666666667,5.64533803333333e-07,4.68426317666667e-06,1.92606288666667e-07,3.77637846666667e-06,1.5192461e-09,0.00022712329
"42",42,0.00398037066666667,0.995889433333333,2.7183929e-07,1.39989698e-06,3.95979266666667e-08,9.83233466666667e-07,2.56057983333333e-10,0.00012744045
"43",43,0.014360532,0.985192766666667,1.8001106e-06,3.02675991e-05,3.67489513333333e-07,4.1109586e-06,8.40543686666667e-09,0.000410179156666667
"44",44,0.110522453333333,0.879405166666667,0.00132605673383333,0.001593712419,1.40530871e-05,0.000133057284333333,2.11766744986667e-05,0.0069841751
"45",45,0.0201748679966667,0.9781742,0.00012545189501,0.00010168276901,9.01916386666667e-07,1.16403898e-05,7.7826625232e-07,0.00141047789566667
"46",46,7.84147296666667e-06,0.9999869,7.5251504e-08,1.15661742333333e-07,8.97695323333333e-08,1.75396966e-06,1.50614019033333e-10,3.24123335666667e-06
"47",47,3.4550605e-06,0.999995266666667,2.75692193333333e-08,5.83022471666667e-08,8.56331753333333e-08,3.31500896666667e-07,1.42739601633333e-10,8.32237433333333e-07
"48",48,6.57967143333333e-06,0.999991533333333,7.3561649e-08,1.09372958e-07,2.57651553333333e-07,3.195405e-07,2.70407494e-10,1.10940326666667e-06
"49",49,2.393096e-05,0.999970666666667,1.65329406666667e-07,2.84273674666667e-07,8.52815266666667e-07,1.10284156666667e-06,8.52929273333333e-10,2.99073196666667e-06
"50",50,1.38869573333333e-05,0.999982333333333,3.8500108e-08,5.05187153333333e-08,1.50617736666667e-07,9.78845566666667e-07,5.61510583333333e-11,2.48501266666667e-06
"51",51,0.01713976461,0.982410066666667,7.90023360333333e-06,6.38853116233333e-05,2.78292781e-06,1.76345106e-05,6.48969535233333e-08,0.000357907014
"52",52,0.271215776666667,0.7247153,1.4615982e-05,7.97816793333333e-05,6.20199433333333e-06,2.84044813333333e-05,6.52676456666667e-08,0.00393985173333333
"53",53,0.456540533333333,0.5360082,2.8131002e-05,0.000449167563333333,1.11960483333333e-05,4.30745266666667e-05,3.2973117e-07,0.006919403
"54",54,0.5596162,0.432060033333333,3.91157426666667e-05,0.000798027173333333,1.67994563333333e-05,5.26971736666667e-05,7.4022249e-07,0.00741636266666667
"55",55,0.740239066666667,0.251587,2.08551793333333e-05,0.00032375926,1.86279096666667e-05,3.18128406666667e-05,1.89456636666667e-07,0.00777873066666667
"56",56,0.8216092,0.16924249,6.2381794e-05,0.00111286357,4.03100303333333e-05,8.08488793333333e-05,1.10306793666667e-06,0.00785074366666667
"57",57,0.850189266666667,0.144024353333333,6.607715e-06,0.000157334096666667,1.5877919e-05,1.52800793333333e-05,5.249054e-08,0.00559118133333333
"58",58,0.671458266666667,0.320610333333333,2.10665633333333e-05,0.00039462669,1.39968076666667e-05,5.35192333333333e-05,2.141851e-07,0.007447878
"59",59,0.418587066666667,0.5754558,2.8063436e-05,0.000487972283333333,5.262249e-06,2.95020136666667e-05,3.78407687666667e-07,0.00540583533333333
"60",60,0.272436758273333,0.606085133333333,0.000264198358,0.00114491909333333,0.015645267012,0.0788408814466667,2.7347869e-06,0.0255801415666667
"61",61,2.95140627666667e-06,0.997418133333333,7.08028010666667e-07,1.75772053733333e-06,0.000151730403666667,0.00241056557333333,1.47188275566667e-09,1.40727585e-05
